t,T_tr,T_v,rho_N2,rho_N,rho_O2,rho_O,rho_NO
9.322e-11,10895.5,11460.5,0.766707,0.000267637,0.227384,0.00558626,5.49139e-05
9.323e-11,10834.6,11614.7,0.766707,0.000267666,0.227384,0.00558695,5.492e-05
9.324e-11,10773.7,11768.8,0.766707,0.000267696,0.227383,0.00558765,5.49262e-05
9.325e-11,10712.9,11922.6,0.766707,0.000267726,0.227382,0.00558836,5.49325e-05
9.326e-11,10652.2,12076.3,0.766707,0.000267757,0.227382,0.00558908,5.49389e-05
9.327e-11,10591.5,12229.7,0.766707,0.00026779,0.227381,0.0055898,5.49453e-05
9.328e-11,10531,12382.9,0.766707,0.000267823,0.22738,0.00559054,5.49518e-05
9.329e-11,10470.5,12535.8,0.766706,0.000267857,0.227379,0.00559128,5.49583e-05
9.33e-11,10410.2,12688.3,0.766706,0.000267891,0.227379,0.00559204,5.4965e-05
9.331e-11,10350,12840.5,0.766706,0.000267927,0.227378,0.0055928,5.49716e-05
9.332e-11,10290,12992.3,0.766706,0.000267963,0.227377,0.00559357,5.49784e-05
9.333e-11,10230.1,13143.7,0.766706,0.000268,0.227376,0.00559435,5.49853e-05
9.334e-11,10170.4,13294.7,0.766706,0.000268038,0.227376,0.00559514,5.49922e-05
9.335e-11,10110.8,13445.2,0.766706,0.000268077,0.227375,0.00559593,5.49991e-05
9.336e-11,10051.5,13595.2,0.766706,0.000268117,0.227374,0.00559673,5.50062e-05
9.337e-11,9992.29,13744.7,0.766706,0.000268157,0.227373,0.00559754,5.50133e-05
9.338e-11,9933.34,13893.6,0.766706,0.000268198,0.227372,0.00559836,5.50205e-05
9.339e-11,9874.61,14042,0.766706,0.00026824,0.227371,0.00559918,5.50278e-05
9.34e-11,9816.1,14189.8,0.766706,0.000268283,0.227371,0.00560001,5.50351e-05
9.341e-11,9757.84,14336.9,0.766706,0.000268326,0.22737,0.00560084,5.50425e-05
9.342e-11,9699.82,14483.5,0.766706,0.00026837,0.227369,0.00560169,5.505e-05
9.343e-11,9642.06,14629.3,0.766706,0.000268415,0.227368,0.00560253,5.50575e-05
9.344e-11,9584.57,14774.5,0.766706,0.00026846,0.227367,0.00560339,5.50652e-05
9.345e-11,9527.36,14919,0.766706,0.000268506,0.227366,0.00560425,5.50729e-05
9.346e-11,9470.43,15062.7,0.766706,0.000268552,0.227366,0.00560511,5.50807e-05
9.347e-11,9413.8,15205.7,0.766706,0.000268599,0.227365,0.00560598,5.50885e-05
9.348e-11,9357.47,15347.9,0.766706,0.000268647,0.227364,0.00560686,5.50965e-05
9.349e-11,9301.46,15489.3,0.766706,0.000268695,0.227363,0.00560774,5.51045e-05
9.35e-11,9245.77,15629.8,0.766706,0.000268744,0.227362,0.00560862,5.51127e-05
9.351e-11,9190.4,15769.6,0.766705,0.000268793,0.227361,0.00560951,5.51209e-05
9.352e-11,9135.37,15908.5,0.766705,0.000268843,0.22736,0.0056104,5.51292e-05
9.353e-11,9080.69,16046.5,0.766705,0.000268893,0.227359,0.0056113,5.51376e-05
9.354e-11,9026.36,16183.6,0.766705,0.000268944,0.227358,0.0056122,5.51461e-05
9.355e-11,8972.38,16319.8,0.766705,0.000268995,0.227357,0.00561311,5.51547e-05
9.356e-11,8918.78,16455,0.766705,0.000269046,0.227357,0.00561401,5.51633e-05
9.357e-11,8865.55,16589.3,0.766705,0.000269098,0.227356,0.00561492,5.51721e-05
9.358e-11,8812.7,16722.7,0.766705,0.000269151,0.227355,0.00561584,5.5181e-05
9.359e-11,8760.24,16855,0.766705,0.000269203,0.227354,0.00561676,5.51901e-05
9.36e-11,8708.18,16986.3,0.766705,0.000269256,0.227353,0.00561768,5.51992e-05
9.361e-11,8656.52,17116.7,0.766705,0.000269309,0.227352,0.0056186,5.52084e-05
9.362e-11,8605.26,17246,0.766705,0.000269363,0.227351,0.00561952,5.52178e-05
9.363e-11,8554.42,17374.2,0.766705,0.000269416,0.22735,0.00562045,5.52273e-05
9.364e-11,8504,17501.4,0.766705,0.00026947,0.227349,0.00562138,5.52369e-05
9.365e-11,8454.01,17627.5,0.766705,0.000269524,0.227348,0.00562231,5.52467e-05
9.366e-11,8404.44,17752.5,0.766705,0.000269578,0.227347,0.00562324,5.52566e-05
9.367e-11,8355.32,17876.4,0.766705,0.000269633,0.227346,0.00562418,5.52666e-05
9.368e-11,8306.64,17999.1,0.766705,0.000269687,0.227345,0.00562511,5.52768e-05
9.369e-11,8258.4,18120.7,0.766704,0.000269742,0.227344,0.00562605,5.52872e-05
9.37e-11,8210.63,18241.2,0.766704,0.000269797,0.227344,0.00562699,5.52977e-05
9.371e-11,8163.31,18360.6,0.766704,0.000269852,0.227343,0.00562793,5.53084e-05
9.372e-11,8116.45,18478.7,0.766704,0.000269907,0.227342,0.00562887,5.53193e-05
9.373e-11,8070.06,18595.7,0.766704,0.000269962,0.227341,0.00562981,5.53304e-05
9.374e-11,8024.14,18711.4,0.766704,0.000270017,0.22734,0.00563075,5.53417e-05
9.375e-11,7978.71,18826,0.766704,0.000270072,0.227339,0.00563169,5.53532e-05
9.376e-11,7933.75,18939.3,0.766704,0.000270126,0.227338,0.00563264,5.53649e-05
9.377e-11,7889.28,19051.5,0.766704,0.000270181,0.227337,0.00563358,5.53768e-05
9.378e-11,7845.3,19162.3,0.766704,0.000270236,0.227336,0.00563452,5.53889e-05
9.379e-11,7801.81,19271.9,0.766704,0.000270291,0.227335,0.00563546,5.54013e-05
9.38e-11,7758.83,19380.3,0.766704,0.000270345,0.227334,0.00563641,5.5414e-05
9.381e-11,7716.34,19487.4,0.766704,0.0002704,0.227333,0.00563735,5.54269e-05
9.382e-11,7674.36,19593.2,0.766704,0.000270454,0.227332,0.00563829,5.54401e-05
9.383e-11,7632.89,19697.8,0.766704,0.000270508,0.227331,0.00563924,5.54536e-05
9.384e-11,7591.93,19801,0.766704,0.000270562,0.22733,0.00564018,5.54674e-05
9.385e-11,7551.49,19902.9,0.766703,0.000270616,0.227329,0.00564112,5.54815e-05
9.386e-11,7511.56,20003.6,0.766703,0.00027067,0.227328,0.00564206,5.54959e-05
9.387e-11,7472.16,20102.9,0.766703,0.000270723,0.227327,0.005643,5.55107e-05
9.388e-11,7433.29,20200.9,0.766703,0.000270776,0.227326,0.00564394,5.55258e-05
9.389e-11,7394.94,20297.5,0.766703,0.000270829,0.227326,0.00564488,5.55413e-05
9.39e-11,7357.12,20392.8,0.766703,0.000270882,0.227325,0.00564581,5.55572e-05
9.391e-11,7319.83,20486.8,0.766703,0.000270934,0.227324,0.00564675,5.55735e-05
9.392e-11,7283.09,20579.4,0.766703,0.000270986,0.227323,0.00564768,5.55902e-05
9.393e-11,7246.88,20670.6,0.766703,0.000271037,0.227322,0.00564862,5.56073e-05
9.394e-11,7211.21,20760.5,0.766703,0.000271088,0.227321,0.00564955,5.56249e-05
9.395e-11,7176.08,20849,0.766703,0.000271139,0.22732,0.00565048,5.5643e-05
9.396e-11,7141.5,20936.2,0.766703,0.00027119,0.227319,0.00565141,5.56616e-05
9.397e-11,7107.47,21021.9,0.766703,0.00027124,0.227318,0.00565234,5.56807e-05
9.398e-11,7073.98,21106.3,0.766703,0.000271289,0.227317,0.00565326,5.57002e-05
9.399e-11,7041.05,21189.3,0.766703,0.000271338,0.227316,0.00565419,5.57204e-05
9.4e-11,7008.67,21270.9,0.766703,0.000271387,0.227315,0.00565511,5.57411e-05
9.401e-11,6976.85,21351.1,0.766703,0.000271435,0.227314,0.00565603,5.57624e-05
9.402e-11,6945.59,21429.8,0.766702,0.000271483,0.227313,0.00565695,5.57843e-05
9.403e-11,6914.88,21507.2,0.766702,0.00027153,0.227312,0.00565787,5.58068e-05
9.404e-11,6884.73,21583.2,0.766702,0.000271577,0.227311,0.00565878,5.583e-05
9.405e-11,6855.15,21657.7,0.766702,0.000271623,0.227311,0.0056597,5.58539e-05
9.406e-11,6826.13,21730.8,0.766702,0.000271669,0.22731,0.00566061,5.58784e-05
9.407e-11,6797.67,21802.5,0.766702,0.000271714,0.227309,0.00566152,5.59037e-05
9.408e-11,6769.79,21872.8,0.766702,0.000271759,0.227308,0.00566243,5.59296e-05
9.409e-11,6742.47,21941.6,0.766702,0.000271803,0.227307,0.00566333,5.59564e-05
9.41e-11,6715.71,22009,0.766702,0.000271846,0.227306,0.00566424,5.59838e-05
9.411e-11,6689.53,22074.9,0.766702,0.000271889,0.227305,0.00566514,5.60121e-05
9.412e-11,6663.92,22139.4,0.766702,0.000271931,0.227304,0.00566604,5.60412e-05
9.413e-11,6638.88,22202.5,0.766702,0.000271973,0.227303,0.00566694,5.60711e-05
9.414e-11,6614.42,22264.1,0.766702,0.000272014,0.227302,0.00566783,5.61019e-05
9.415e-11,6590.53,22324.3,0.766702,0.000272054,0.227301,0.00566873,5.61335e-05
9.416e-11,6567.21,22383.1,0.766702,0.000272093,0.2273,0.00566962,5.6166e-05
9.417e-11,6544.47,22440.3,0.766702,0.000272132,0.2273,0.00567051,5.61994e-05
9.418e-11,6522.31,22496.1,0.766702,0.000272171,0.227299,0.00567139,5.62337e-05
9.419e-11,6500.73,22550.5,0.766702,0.000272208,0.227298,0.00567228,5.62689e-05
9.42e-11,6479.72,22603.4,0.766701,0.000272245,0.227297,0.00567316,5.63051e-05
9.421e-11,6459.3,22654.9,0.766701,0.000272281,0.227296,0.00567404,5.63422e-05
9.422e-11,6439.45,22704.8,0.766701,0.000272317,0.227295,0.00567492,5.63802e-05
9.423e-11,6420.19,22753.4,0.766701,0.000272352,0.227294,0.0056758,5.64192e-05
9.424e-11,6401.5,22800.4,0.766701,0.000272386,0.227293,0.00567667,5.64592e-05
9.425e-11,6383.4,22846,0.766701,0.000272419,0.227292,0.00567754,5.65001e-05
9.426e-11,6365.88,22890.1,0.766701,0.000272452,0.227291,0.00567841,5.6542e-05
9.427e-11,6348.94,22932.8,0.766701,0.000272484,0.227291,0.00567928,5.65849e-05
9.428e-11,6332.59,22974,0.766701,0.000272515,0.22729,0.00568015,5.66287e-05
9.429e-11,6316.82,23013.7,0.766701,0.000272546,0.227289,0.00568101,5.66736e-05
9.43e-11,6301.64,23051.9,0.766701,0.000272576,0.227288,0.00568188,5.67193e-05
9.431e-11,6287.04,23088.7,0.766701,0.000272605,0.227287,0.00568274,5.6766e-05
9.432e-11,6273.02,23124,0.766701,0.000272634,0.227286,0.0056836,5.68137e-05
9.433e-11,6259.59,23157.8,0.766701,0.000272661,0.227285,0.00568445,5.68623e-05
9.434e-11,6246.75,23190.1,0.766701,0.000272689,0.227284,0.00568531,5.69117e-05
9.435e-11,6234.49,23221,0.766701,0.000272715,0.227283,0.00568616,5.69621e-05
9.436e-11,6222.82,23250.3,0.766701,0.000272742,0.227283,0.00568701,5.70133e-05
9.437e-11,6211.73,23278.2,0.766701,0.000272767,0.227282,0.00568786,5.70654e-05
9.438e-11,6201.23,23304.7,0.766701,0.000272792,0.227281,0.00568871,5.71183e-05
9.439e-11,6191.32,23329.6,0.7667,0.000272816,0.22728,0.00568956,5.7172e-05
9.44e-11,6182,23353.1,0.7667,0.00027284,0.227279,0.00569041,5.72264e-05
9.441e-11,6173.26,23375.1,0.7667,0.000272863,0.227278,0.00569125,5.72816e-05
9.442e-11,6165.11,23395.6,0.7667,0.000272886,0.227277,0.0056921,5.73375e-05
9.443e-11,6157.55,23414.6,0.7667,0.000272909,0.227276,0.00569294,5.7394e-05
9.444e-11,6150.58,23432.1,0.7667,0.000272931,0.227276,0.00569378,5.74511e-05
9.445e-11,6144.19,23448.2,0.7667,0.000272952,0.227275,0.00569462,5.75087e-05
9.446e-11,6138.39,23462.8,0.7667,0.000272973,0.227274,0.00569546,5.75669e-05
9.447e-11,6133.18,23475.9,0.7667,0.000272994,0.227273,0.0056963,5.76256e-05
9.448e-11,6128.56,23487.5,0.7667,0.000273015,0.227272,0.00569714,5.76847e-05
9.449e-11,6124.52,23497.6,0.7667,0.000273035,0.227271,0.00569798,5.77442e-05
9.45e-11,6121.08,23506.3,0.7667,0.000273055,0.22727,0.00569881,5.7804e-05
9.451e-11,6118.22,23513.4,0.7667,0.000273075,0.227269,0.00569965,5.78641e-05
9.452e-11,6115.95,23519.1,0.7667,0.000273095,0.227269,0.00570049,5.79244e-05
9.453e-11,6114.27,23523.3,0.7667,0.000273115,0.227268,0.00570132,5.79848e-05
9.454e-11,6113.18,23526.1,0.7667,0.000273134,0.227267,0.00570216,5.80454e-05
9.455e-11,6112.67,23527.3,0.7667,0.000273154,0.227266,0.00570299,5.81061e-05
9.456e-11,6112.75,23527.1,0.7667,0.000273173,0.227265,0.00570383,5.81667e-05
9.457e-11,6113.42,23525.3,0.7667,0.000273193,0.227264,0.00570466,5.82273e-05
9.458e-11,6114.68,23522.1,0.7667,0.000273212,0.227263,0.0057055,5.82878e-05
9.459e-11,6116.53,23517.4,0.7667,0.000273232,0.227263,0.00570634,5.83482e-05
9.46e-11,6118.96,23511.3,0.766699,0.000273252,0.227262,0.00570717,5.84083e-05
9.461e-11,6121.98,23503.6,0.766699,0.000273272,0.227261,0.00570801,5.84681e-05
9.462e-11,6125.59,23494.5,0.766699,0.000273292,0.22726,0.00570885,5.85277e-05
9.463e-11,6129.79,23483.9,0.766699,0.000273313,0.227259,0.00570969,5.85869e-05
9.464e-11,6134.57,23471.8,0.766699,0.000273334,0.227258,0.00571053,5.86456e-05
9.465e-11,6139.94,23458.2,0.766699,0.000273355,0.227257,0.00571136,5.87039e-05
9.466e-11,6145.9,23443.2,0.766699,0.000273377,0.227256,0.00571221,5.87617e-05
9.467e-11,6152.45,23426.7,0.766699,0.000273399,0.227256,0.00571305,5.8819e-05
9.468e-11,6159.58,23408.7,0.766699,0.000273421,0.227255,0.00571389,5.88756e-05
9.469e-11,6167.29,23389.2,0.766699,0.000273444,0.227254,0.00571473,5.89316e-05
9.47e-11,6175.59,23368.2,0.766699,0.000273467,0.227253,0.00571558,5.89869e-05
9.471e-11,6184.48,23345.8,0.766699,0.000273491,0.227252,0.00571643,5.90415e-05
9.472e-11,6193.96,23321.9,0.766699,0.000273515,0.227251,0.00571727,5.90954e-05
9.473e-11,6204.02,23296.5,0.766699,0.00027354,0.22725,0.00571812,5.91485e-05
9.474e-11,6214.66,23269.6,0.766699,0.000273566,0.227249,0.00571897,5.92008e-05
9.475e-11,6225.89,23241.3,0.766699,0.000273592,0.227249,0.00571982,5.92522e-05
9.476e-11,6237.7,23211.5,0.766699,0.000273618,0.227248,0.00572068,5.93028e-05
9.477e-11,6250.09,23180.2,0.766699,0.000273646,0.227247,0.00572153,5.93525e-05
9.478e-11,6263.07,23147.5,0.766699,0.000273673,0.227246,0.00572239,5.94014e-05
9.479e-11,6276.64,23113.2,0.766699,0.000273702,0.227245,0.00572325,5.94493e-05
9.48e-11,6290.78,23077.6,0.766698,0.000273731,0.227244,0.00572411,5.94962e-05
9.481e-11,6305.51,23040.4,0.766698,0.000273761,0.227243,0.00572497,5.95423e-05
9.482e-11,6320.82,23001.8,0.766698,0.000273792,0.227242,0.00572584,5.95874e-05
9.483e-11,6336.7,22961.7,0.766698,0.000273823,0.227241,0.0057267,5.96315e-05
9.484e-11,6353.17,22920.1,0.766698,0.000273855,0.227241,0.00572757,5.96747e-05
9.485e-11,6370.22,22877.1,0.766698,0.000273888,0.22724,0.00572844,5.97169e-05
9.486e-11,6387.85,22832.7,0.766698,0.000273921,0.227239,0.00572932,5.97582e-05
9.487e-11,6406.06,22786.7,0.766698,0.000273955,0.227238,0.00573019,5.97985e-05
9.488e-11,6424.85,22739.3,0.766698,0.00027399,0.227237,0.00573107,5.98378e-05
9.489e-11,6444.21,22690.5,0.766698,0.000274025,0.227236,0.00573195,5.98762e-05
9.49e-11,6464.15,22640.2,0.766698,0.000274061,0.227235,0.00573283,5.99137e-05
9.491e-11,6484.67,22588.5,0.766698,0.000274098,0.227234,0.00573371,5.99502e-05
9.492e-11,6505.76,22535.3,0.766698,0.000274136,0.227233,0.00573459,5.99858e-05
9.493e-11,6527.43,22480.6,0.766698,0.000274174,0.227233,0.00573548,6.00205e-05
9.494e-11,6549.67,22424.5,0.766698,0.000274213,0.227232,0.00573637,6.00542e-05
9.495e-11,6572.48,22367,0.766698,0.000274252,0.227231,0.00573726,6.00871e-05
9.496e-11,6595.86,22308,0.766698,0.000274292,0.22723,0.00573815,6.01191e-05
9.497e-11,6619.82,22247.6,0.766698,0.000274333,0.227229,0.00573905,6.01503e-05
9.498e-11,6644.34,22185.7,0.766698,0.000274375,0.227228,0.00573995,6.01806e-05
9.499e-11,6669.44,22122.4,0.766697,0.000274417,0.227227,0.00574085,6.02101e-05
9.5e-11,6695.1,22057.7,0.766697,0.000274459,0.227226,0.00574175,6.02388e-05
9.501e-11,6721.32,21991.5,0.766697,0.000274503,0.227225,0.00574265,6.02667e-05
9.502e-11,6748.12,21923.9,0.766697,0.000274547,0.227224,0.00574356,6.02938e-05
9.503e-11,6775.47,21854.9,0.766697,0.000274591,0.227223,0.00574447,6.03202e-05
9.504e-11,6803.39,21784.5,0.766697,0.000274636,0.227222,0.00574538,6.03458e-05
9.505e-11,6831.87,21712.7,0.766697,0.000274682,0.227222,0.00574629,6.03708e-05
9.506e-11,6860.91,21639.4,0.766697,0.000274728,0.227221,0.0057472,6.0395e-05
9.507e-11,6890.51,21564.8,0.766697,0.000274775,0.22722,0.00574812,6.04186e-05
9.508e-11,6920.66,21488.7,0.766697,0.000274822,0.227219,0.00574904,6.04416e-05
9.509e-11,6951.37,21411.2,0.766697,0.00027487,0.227218,0.00574996,6.04639e-05
9.51e-11,6982.63,21332.4,0.766697,0.000274918,0.227217,0.00575088,6.04856e-05
9.511e-11,7014.45,21252.1,0.766697,0.000274966,0.227216,0.0057518,6.05067e-05
9.512e-11,7046.81,21170.5,0.766697,0.000275015,0.227215,0.00575272,6.05273e-05
9.513e-11,7079.72,21087.5,0.766697,0.000275065,0.227214,0.00575365,6.05473e-05
9.514e-11,7113.18,21003.1,0.766697,0.000275115,0.227213,0.00575458,6.05667e-05
9.515e-11,7147.18,20917.3,0.766697,0.000275165,0.227212,0.00575551,6.05857e-05
9.516e-11,7181.72,20830.2,0.766696,0.000275216,0.227211,0.00575644,6.06042e-05
9.517e-11,7216.81,20741.7,0.766696,0.000275267,0.22721,0.00575737,6.06222e-05
9.518e-11,7252.43,20651.8,0.766696,0.000275319,0.227209,0.0057583,6.06397e-05
9.519e-11,7288.58,20560.6,0.766696,0.000275371,0.227208,0.00575924,6.06568e-05
9.52e-11,7325.27,20468,0.766696,0.000275423,0.227207,0.00576017,6.06735e-05
9.521e-11,7362.49,20374.1,0.766696,0.000275475,0.227207,0.00576111,6.06897e-05
9.522e-11,7400.23,20278.9,0.766696,0.000275528,0.227206,0.00576205,6.07056e-05
9.523e-11,7438.5,20182.4,0.766696,0.000275581,0.227205,0.00576299,6.07211e-05
9.524e-11,7477.29,20084.5,0.766696,0.000275634,0.227204,0.00576392,6.07363e-05
9.525e-11,7516.6,19985.3,0.766696,0.000275688,0.227203,0.00576486,6.07511e-05
9.526e-11,7556.43,19884.9,0.766696,0.000275742,0.227202,0.00576581,6.07655e-05
9.527e-11,7596.77,19783.1,0.766696,0.000275795,0.227201,0.00576675,6.07797e-05
9.528e-11,7637.61,19680,0.766696,0.00027585,0.2272,0.00576769,6.07935e-05
9.529e-11,7678.97,19575.7,0.766696,0.000275904,0.227199,0.00576863,6.08071e-05
9.53e-11,7720.82,19470,0.766696,0.000275958,0.227198,0.00576957,6.08204e-05
9.531e-11,7763.18,19363.2,0.766696,0.000276013,0.227197,0.00577052,6.08334e-05
9.532e-11,7806.03,19255,0.766696,0.000276068,0.227196,0.00577146,6.08461e-05
9.533e-11,7849.38,19145.7,0.766695,0.000276122,0.227195,0.0057724,6.08586e-05
9.534e-11,7893.21,19035.1,0.766695,0.000276177,0.227194,0.00577334,6.08709e-05
9.535e-11,7937.53,18923.2,0.766695,0.000276232,0.227193,0.00577429,6.08829e-05
9.536e-11,7982.32,18810.2,0.766695,0.000276287,0.227192,0.00577523,6.08947e-05
9.537e-11,8027.59,18695.9,0.766695,0.000276342,0.227191,0.00577617,6.09063e-05
9.538e-11,8073.34,18580.5,0.766695,0.000276397,0.22719,0.00577711,6.09177e-05
9.539e-11,8119.55,18463.9,0.766695,0.000276452,0.227189,0.00577805,6.0929e-05
9.54e-11,8166.22,18346.1,0.766695,0.000276506,0.227189,0.00577899,6.094e-05
9.541e-11,8213.35,18227.1,0.766695,0.000276561,0.227188,0.00577993,6.09509e-05
9.542e-11,8260.93,18107,0.766695,0.000276616,0.227187,0.00578086,6.09615e-05
9.543e-11,8308.97,17985.8,0.766695,0.00027667,0.227186,0.0057818,6.09721e-05
9.544e-11,8357.44,17863.4,0.766695,0.000276725,0.227185,0.00578273,6.09824e-05
9.545e-11,8406.35,17739.9,0.766695,0.000276779,0.227184,0.00578367,6.09927e-05
9.546e-11,8455.69,17615.4,0.766695,0.000276833,0.227183,0.0057846,6.10027e-05
9.547e-11,8505.46,17489.7,0.766695,0.000276887,0.227182,0.00578553,6.10127e-05
9.548e-11,8555.66,17363,0.766695,0.000276941,0.227181,0.00578645,6.10225e-05
9.549e-11,8606.26,17235.3,0.766695,0.000276994,0.22718,0.00578738,6.10321e-05
9.55e-11,8657.27,17106.5,0.766694,0.000277047,0.227179,0.0057883,6.10417e-05
9.551e-11,8708.69,16976.6,0.766694,0.0002771,0.227178,0.00578922,6.10511e-05
9.552e-11,8760.51,16845.8,0.766694,0.000277153,0.227177,0.00579013,6.10604e-05
9.553e-11,8812.71,16714,0.766694,0.000277205,0.227176,0.00579105,6.10696e-05
9.554e-11,8865.3,16581.2,0.766694,0.000277257,0.227175,0.00579196,6.10787e-05
9.555e-11,8918.26,16447.5,0.766694,0.000277308,0.227175,0.00579287,6.10877e-05
9.556e-11,8971.6,16312.8,0.766694,0.000277359,0.227174,0.00579377,6.10965e-05
9.557e-11,9025.29,16177.1,0.766694,0.00027741,0.227173,0.00579467,6.11053e-05
9.558e-11,9079.34,16040.6,0.766694,0.00027746,0.227172,0.00579557,6.1114e-05
9.559e-11,9133.74,15903.2,0.766694,0.00027751,0.227171,0.00579646,6.11226e-05
9.56e-11,9188.49,15764.9,0.766694,0.000277559,0.22717,0.00579735,6.11311e-05
9.561e-11,9243.56,15625.8,0.766694,0.000277608,0.227169,0.00579823,6.11395e-05
9.562e-11,9298.96,15485.9,0.766694,0.000277656,0.227168,0.00579911,6.11478e-05
9.563e-11,9354.67,15345.1,0.766694,0.000277704,0.227167,0.00579999,6.11561e-05
9.564e-11,9410.7,15203.5,0.766694,0.000277751,0.227167,0.00580086,6.11642e-05
9.565e-11,9467.02,15061.2,0.766694,0.000277798,0.227166,0.00580172,6.11723e-05
9.566e-11,9523.64,14918.1,0.766694,0.000277844,0.227165,0.00580258,6.11803e-05
9.567e-11,9580.54,14774.3,0.766694,0.000277889,0.227164,0.00580343,6.11882e-05
9.568e-11,9637.72,14629.8,0.766694,0.000277934,0.227163,0.00580428,6.1196e-05
9.569e-11,9695.16,14484.7,0.766693,0.000277978,0.227162,0.00580512,6.12038e-05
9.57e-11,9752.85,14338.8,0.766693,0.000278021,0.227161,0.00580596,6.12115e-05
9.571e-11,9810.79,14192.4,0.766693,0.000278064,0.227161,0.00580679,6.12191e-05
9.572e-11,9868.97,14045.3,0.766693,0.000278106,0.22716,0.00580761,6.12266e-05
9.573e-11,9927.38,13897.6,0.766693,0.000278147,0.227159,0.00580843,6.12341e-05
9.574e-11,9986,13749.4,0.766693,0.000278187,0.227158,0.00580924,6.12415e-05
9.575e-11,10044.8,13600.6,0.766693,0.000278227,0.227157,0.00581004,6.12488e-05
9.576e-11,10103.9,13451.3,0.766693,0.000278266,0.227157,0.00581083,6.1256e-05
9.577e-11,10163.1,13301.5,0.766693,0.000278304,0.227156,0.00581162,6.12632e-05
9.578e-11,10222.5,13151.3,0.766693,0.000278341,0.227155,0.0058124,6.12703e-05
9.579e-11,10282,13000.6,0.766693,0.000278378,0.227154,0.00581317,6.12773e-05
9.58e-11,10341.7,12849.5,0.766693,0.000278414,0.227153,0.00581393,6.12843e-05
9.581e-11,10401.6,12698.1,0.766693,0.000278449,0.227153,0.00581469,6.12912e-05
9.582e-11,10461.6,12546.3,0.766693,0.000278483,0.227152,0.00581543,6.1298e-05
9.583e-11,10521.7,12394.1,0.766693,0.000278516,0.227151,0.00581617,6.13047e-05
9.584e-11,10581.9,12241.7,0.766693,0.000278548,0.22715,0.0058169,6.13114e-05
9.585e-11,10642.2,12089,0.766693,0.000278579,0.22715,0.00581761,6.1318e-05
9.586e-11,10702.6,11936.1,0.766693,0.00027861,0.227149,0.00581832,6.13246e-05
9.587e-11,10763.1,11782.9,0.766693,0.00027864,0.227148,0.00581902,6.1331e-05
9.588e-11,10823.6,11629.6,0.766693,0.000278669,0.227148,0.00581971,6.13374e-05
9.589e-11,10884.2,11476.1,0.766693,0.000278697,0.227147,0.00582039,6.13437e-05
9.59e-11,10944.8,11322.6,0.766693,0.000278724,0.227146,0.00582106,6.135e-05
9.591e-11,11005.4,11168.9,0.766693,0.00027875,0.227146,0.00582172,6.13561e-05
9.592e-11,11066.1,11015.2,0.766693,0.000278775,0.227145,0.00582237,6.13622e-05
